shipment_id,submission_timestamp,hs_code,shc_code,origin_country,port_of_loading,importer_cr_id,is_aeo_certified,historical_avg_clearance_hours,fatoorah_validation_passed,weight_value_discrepancy,pre_arrival_filing_hours,ambient_temperature_celsius,visibility_meters,clearance_duration_hours,inspection_track
065-80035393,2025-09-06T14:00:00+03:00,060220865413,PER,NLD,AMS,2628179012,0,159.19,0,0.0199,-45.19,42.8,5464.0,94.15,YELLOW
176-80106636,2025-11-07T01:00:00+03:00,851726521968,GEN,CHN,PVG,4041615204,0,10.5,1,0.079,55.95,23.5,5730.0,97.15,RED
176-66735977,2025-10-05T02:00:00+03:00,851737539218,VAL,CHN,PVG,2890259965,1,130.21,1,0.0754,57.75,35.7,8227.0,1.82,GREEN
160-48143414,2025-08-31T16:00:00+03:00,851728374880,VAL,TWN,TPE,2734556297,0,147.77,1,0.0722,-38.59,18.0,9080.0,89.49,RED
160-99617888,2025-09-30T01:00:00+03:00,040667747693,COL,NLD,AMS,4385687850,0,113.37,1,0.0252,-9.23,22.8,9350.0,24.19,YELLOW
176-34044391,2025-03-10T11:00:00+03:00,040667804791,COL,FRA,CDG,2244146531,1,24.87,1,0.0332,11.11,37.7,148.0,14.15,GREEN
065-66325235,2025-06-29T01:00:00+03:00,300467381014,COL,IND,BOM,1460199971,0,44.88,1,0.0539,62.48,38.4,6507.0,87.1,RED
065-38345451,2025-09-23T09:00:00+03:00,040698286717,COL,NLD,AMS,4397050417,1,31.84,1,0.0229,67.8,31.8,6832.0,0.74,GREEN
020-41057843,2025-10-10T12:00:00+03:00,060260040745,COL,FRA,CDG,1737146206,0,88.3,1,0.0638,46.5,21.6,4466.0,90.21,RED
176-27070607,2025-06-28T09:00:00+03:00,851759413585,GEN,TWN,TPE,1398690187,0,55.46,0,0.0991,-45.63,36.4,2510.0,95.84,RED
160-93821354,2025-09-30T01:00:00+03:00,040649399106,COL,FRA,CDG,4805377340,0,39.41,1,0.0724,2.79,22.5,1613.0,108.1,RED
176-40736439,2025-06-16T07:00:00+03:00,851797655910,GEN,TWN,TPE,1635909495,0,86.01,1,0.0691,-26.45,13.0,6359.0,105.66,RED
160-11854915,2025-09-27T05:00:00+03:00,851792861908,VAL,CHN,PVG,1362018892,0,79.8,1,0.0236,32.44,35.3,5209.0,1.1,GREEN
065-67040263,2025-09-05T10:00:00+03:00,040642192584,PER,FRA,CDG,1113040550,1,49.91,1,0.0956,28.01,14.4,8976.0,93.0,RED
160-78357327,2025-11-13T17:00:00+03:00,040611051570,COL,NLD,AMS,4429569342,0,32.33,1,0.0198,45.39,25.9,7806.0,1.32,GREEN
020-27256197,2025-03-20T08:00:00+03:00,300438211372,CRT,IND,BOM,1072719887,0,50.57,1,0.0215,42.42,39.2,6552.0,2.55,GREEN
065-78860203,2025-10-26T05:00:00+03:00,851779544433,GEN,TWN,TPE,2491471570,0,66.73,1,0.0254,-36.26,44.3,1885.0,29.14,RED
020-54092367,2025-03-12T13:00:00+03:00,851798773575,VAL,TWN,TPE,2729213360,1,29.38,0,0.0611,49.56,25.6,6342.0,91.71,RED
176-28213493,2025-08-19T10:00:00+03:00,300429485157,COL,IND,BOM,2676458359,0,95.17,0,0.0083,-22.96,28.4,3774.0,48.62,YELLOW
160-16920015,2025-03-03T17:00:00+03:00,851791950973,GEN,TWN,TPE,4843472567,0,101.3,1,0.0547,24.87,14.5,3140.0,97.11,RED
065-82482813,2025-08-25T14:00:00+03:00,040644696042,PER,FRA,CDG,2682114574,0,45.82,1,0.0784,69.31,13.6,4857.0,91.05,RED
160-15829910,2025-10-24T16:00:00+03:00,851751652412,GEN,TWN,TPE,2137981259,1,43.38,1,0.0715,29.08,18.6,1422.0,105.56,RED
020-75167075,2025-03-17T18:00:00+03:00,851760940235,VAL,CHN,PVG,2931719932,0,80.15,1,0.034,-8.26,21.0,3243.0,27.13,RED
065-58667089,2025-08-13T23:00:00+03:00,060215382740,COL,FRA,CDG,2517291420,1,70.33,0,0.0362,12.49,23.2,3414.0,59.61,RED
020-29372168,2025-09-04T16:00:00+03:00,851762170206,GEN,TWN,TPE,1483605455,1,25.53,1,0.0496,-27.86,30.9,2834.0,37.71,RED
065-60569455,2025-11-16T15:00:00+03:00,300472291629,COL,IND,BOM,4798270556,0,152.99,1,0.0775,43.6,48.5,6951.0,145.05,RED
176-51289684,2025-07-23T22:00:00+03:00,851777946312,VAL,CHN,PVG,1070922811,0,56.7,0,0.0285,1.39,42.7,9752.0,45.24,RED
176-16729401,2025-07-22T12:00:00+03:00,040665475710,PER,FRA,CDG,2037868509,1,104.92,1,0.0771,-22.92,23.5,9353.0,88.07,RED
160-52981824,2025-09-12T12:00:00+03:00,851737535951,VAL,CHN,PVG,2407906990,0,31.42,1,0.0838,44.36,45.5,3800.0,87.65,RED
020-33663930,2025-10-01T22:00:00+03:00,851781124093,GEN,TWN,TPE,2899489391,1,64.48,0,0.0247,8.99,36.4,627.0,37.19,RED
020-94447382,2025-11-16T08:00:00+03:00,851737010967,GEN,TWN,TPE,2486205364,0,30.32,1,0.0563,8.83,38.3,9644.0,97.66,RED
065-50734020,2025-09-01T03:00:00+03:00,300485731046,COL,IND,BOM,1253436342,1,142.84,1,0.0762,1.28,41.2,5834.0,90.32,RED
176-37124514,2025-11-09T06:00:00+03:00,300422531591,CRT,IND,BOM,1487998085,0,98.86,1,0.0556,-36.81,27.2,3610.0,98.5,RED
160-45430752,2025-07-05T15:00:00+03:00,300472296016,COL,DEU,FRA,2535031081,0,77.9,1,0.0019,26.34,18.8,4612.0,0.88,GREEN
176-58137255,2025-04-29T21:00:00+03:00,300494678589,COL,IND,BOM,2920844860,0,21.58,1,0.0936,15.5,25.3,1052.0,113.4,RED
020-12341517,2025-03-18T20:00:00+03:00,851723324545,VAL,CHN,PVG,1306712847,1,22.26,1,0.0578,33.46,49.5,4072.0,87.94,RED
160-26645459,2025-06-20T18:00:00+03:00,851724000603,GEN,TWN,TPE,1342103103,1,127.63,1,0.004,1.1,17.6,5298.0,1.54,GREEN
176-48602099,2025-06-24T17:00:00+03:00,300435249294,COL,DEU,FRA,4823560234,0,75.77,1,0.0598,-27.12,48.2,5196.0,146.64,RED
176-64453772,2025-10-02T20:00:00+03:00,851780786658,GEN,CHN,PVG,2787442671,0,46.19,1,0.0456,-29.85,48.6,8659.0,18.44,RED
065-79337140,2025-10-25T19:00:00+03:00,300466857063,COL,IND,BOM,2414323048,0,8.74,1,0.0611,-5.0,38.3,1236.0,99.19,RED
065-66284904,2025-07-19T18:00:00+03:00,300411848396,COL,IND,BOM,1739215338,1,104.86,0,0.0321,-39.56,42.0,4985.0,93.79,YELLOW
020-25792478,2025-10-15T01:00:00+03:00,300477672396,CRT,DEU,FRA,4560309746,0,110.37,0,0.0701,-43.37,25.6,1813.0,125.6,RED
176-50143586,2025-03-17T08:00:00+03:00,060288919145,PER,NLD,AMS,2400557514,0,41.62,1,0.0906,64.56,28.6,1892.0,111.28,RED
065-62705619,2025-11-20T11:00:00+03:00,040659591484,PER,FRA,CDG,2338450740,0,59.5,1,0.0291,-15.54,12.4,2857.0,23.93,RED
176-93657848,2025-11-22T17:00:00+03:00,851760658162,VAL,CHN,PVG,4040413611,0,24.64,1,0.0007,-24.13,23.3,8590.0,21.31,YELLOW
160-61644480,2025-10-21T20:00:00+03:00,300466678771,CRT,IND,BOM,1582291684,0,3.77,1,0.0888,4.75,43.9,9138.0,103.11,RED
176-74258343,2025-09-06T05:00:00+03:00,040631043034,COL,FRA,CDG,1186889642,0,74.5,1,0.0786,-47.87,41.5,8121.0,88.58,RED
176-33751597,2025-10-07T19:00:00+03:00,851799365699,VAL,TWN,TPE,1784130127,1,159.72,1,0.0334,-2.09,22.6,7087.0,21.74,RED
020-32385286,2025-09-30T07:00:00+03:00,851711125829,GEN,CHN,PVG,4067963975,0,118.36,1,0.0761,20.81,33.7,7757.0,92.29,RED
160-92410773,2025-03-15T05:00:00+03:00,851715541534,GEN,TWN,TPE,2706168341,0,140.78,1,0.034,68.33,18.6,7073.0,3.05,GREEN
160-52666361,2025-03-06T12:00:00+03:00,851745487678,GEN,TWN,TPE,4562813001,0,153.81,1,0.0632,68.14,40.6,1367.0,111.79,RED
065-13399635,2025-11-30T10:00:00+03:00,060244549209,COL,FRA,CDG,2969063125,0,6.85,1,0.004,-46.23,17.4,5718.0,27.74,RED
160-99259748,2025-11-04T03:00:00+03:00,060281670142,PER,NLD,AMS,4871390381,0,6.25,1,0.0961,-23.99,29.0,3819.0,87.16,RED
020-95789251,2025-11-22T12:00:00+03:00,851744222536,VAL,TWN,TPE,2431621507,1,23.36,1,0.0323,-1.55,21.5,8934.0,26.87,RED
065-41718392,2025-03-12T00:00:00+03:00,851782368339,VAL,CHN,PVG,1986486439,0,95.1,1,0.081,-9.5,15.2,8722.0,103.19,RED
176-26159429,2025-08-22T12:00:00+03:00,851795147938,GEN,CHN,PVG,2668520663,0,3.56,1,0.0203,-5.02,43.4,5080.0,16.14,RED
160-12506733,2025-05-10T05:00:00+03:00,851718036910,GEN,CHN,PVG,2274234928,0,13.45,1,0.0344,43.25,12.2,6559.0,0.75,GREEN
176-99905154,2025-04-29T18:00:00+03:00,851739065034,GEN,TWN,TPE,1042636978,1,70.16,0,0.0965,-29.73,36.6,2926.0,125.59,RED
065-22772921,2025-11-17T17:00:00+03:00,060266706653,COL,NLD,AMS,1029690556,1,84.82,1,0.025,57.58,12.4,7393.0,0.5,GREEN
160-92524023,2025-10-08T23:00:00+03:00,040652973352,COL,FRA,CDG,4053708977,1,25.43,1,0.0736,65.96,26.7,4369.0,1.12,GREEN
065-41546818,2025-09-29T09:00:00+03:00,040695945687,PER,FRA,CDG,1011276873,1,149.24,1,0.0126,32.44,38.5,982.0,12.47,GREEN
065-25475197,2025-05-09T04:00:00+03:00,300484595839,CRT,DEU,FRA,2676564945,0,120.34,1,0.096,-23.25,31.8,8985.0,96.47,RED
160-22721919,2025-08-07T01:00:00+03:00,300469744547,CRT,IND,BOM,4003237711,0,44.3,1,0.028,29.92,25.2,9033.0,2.05,GREEN
160-15687139,2025-10-24T04:00:00+03:00,300442374752,COL,DEU,FRA,1878113462,0,85.3,1,0.07,21.31,26.0,6983.0,97.6,RED
065-75488847,2025-06-07T02:00:00+03:00,040666139011,COL,NLD,AMS,4586713129,0,12.85,1,0.0199,-41.48,17.2,2098.0,28.71,YELLOW
020-34643087,2025-03-12T01:00:00+03:00,851748564929,GEN,TWN,TPE,4076640250,0,80.41,1,0.0742,26.61,25.6,3061.0,99.92,RED
160-35127710,2025-09-14T13:00:00+03:00,060275311851,PER,FRA,CDG,1908031921,0,58.31,1,0.0591,47.18,38.2,4898.0,98.76,RED
065-41613661,2025-11-25T05:00:00+03:00,300494790719,COL,IND,BOM,2960949484,0,155.99,1,0.009,-6.46,12.1,5263.0,23.18,RED
176-75383444,2025-04-17T08:00:00+03:00,300420445712,COL,IND,BOM,2311275116,0,128.61,1,0.0258,42.39,30.3,4392.0,2.57,GREEN
176-39780354,2025-10-16T01:00:00+03:00,040674158800,COL,NLD,AMS,2171740775,1,63.43,1,0.0216,16.91,20.6,1147.0,15.12,GREEN
160-33052820,2025-09-06T13:00:00+03:00,300428458345,COL,DEU,FRA,1185663683,0,29.44,0,0.0075,59.87,32.3,3745.0,17.23,YELLOW
160-53876443,2025-11-19T22:00:00+03:00,851789752231,VAL,CHN,PVG,2174416963,0,163.36,0,0.0211,69.52,45.3,9172.0,48.77,YELLOW
176-71277979,2025-11-06T10:00:00+03:00,851743051364,GEN,CHN,PVG,4774300385,1,140.81,1,0.007,-33.13,12.4,3604.0,24.66,RED
065-24422854,2025-10-18T15:00:00+03:00,060283097247,PER,NLD,AMS,4476491353,0,57.55,1,0.0491,4.68,23.1,1229.0,13.13,GREEN
065-94746744,2025-10-08T02:00:00+03:00,040615237135,COL,FRA,CDG,2234594159,1,72.22,1,0.0287,49.59,17.1,6384.0,1.19,GREEN
065-18328008,2025-09-22T06:00:00+03:00,851764828269,VAL,CHN,PVG,2368247089,0,96.55,1,0.0358,56.24,46.6,5278.0,0.96,GREEN
020-59992366,2025-04-27T22:00:00+03:00,040680850446,COL,NLD,AMS,4472674115,0,53.98,1,0.0807,13.56,30.3,7953.0,107.45,RED
160-98152788,2025-04-16T08:00:00+03:00,851769127088,VAL,TWN,TPE,4634979279,0,36.59,0,0.0326,3.82,31.6,5176.0,69.73,RED
020-22101779,2025-06-02T02:00:00+03:00,300443966025,CRT,DEU,FRA,1508652619,0,110.32,1,0.0167,5.15,13.2,436.0,14.51,GREEN
020-11041639,2025-06-28T10:00:00+03:00,300454567406,COL,IND,BOM,2216205133,0,157.53,1,0.0912,-46.96,42.0,7438.0,93.35,RED
020-25844211,2025-11-08T17:00:00+03:00,851749500612,VAL,CHN,PVG,2055910852,1,32.77,0,0.0738,-16.68,49.9,9802.0,97.5,RED
020-63637433,2025-07-06T20:00:00+03:00,300428644786,CRT,DEU,FRA,2067309118,1,58.06,1,0.0929,6.31,47.4,7646.0,102.7,RED
065-73982224,2025-05-30T19:00:00+03:00,300478584986,COL,DEU,FRA,2348501585,0,10.26,1,0.0762,-11.51,19.2,5933.0,92.58,RED
160-58683305,2025-09-23T23:00:00+03:00,060294708451,PER,FRA,CDG,4139591023,1,113.15,0,0.0123,44.49,39.8,1657.0,69.79,YELLOW
160-33842779,2025-03-27T10:00:00+03:00,060299119044,COL,FRA,CDG,2775932388,0,134.46,1,0.063,57.0,49.7,7342.0,151.76,RED
020-77959136,2025-07-30T07:00:00+03:00,851745307552,VAL,TWN,TPE,2755708865,0,53.36,1,0.0562,-18.44,30.9,8724.0,108.95,RED
160-44468255,2025-04-28T07:00:00+03:00,851763942184,VAL,CHN,PVG,1076920937,0,23.05,1,0.0768,65.82,26.5,8521.0,91.22,RED
176-70979807,2025-09-16T10:00:00+03:00,300491890584,CRT,IND,BOM,4275333461,0,109.71,1,0.0493,41.89,15.6,4774.0,0.99,GREEN
065-89852143,2025-06-23T03:00:00+03:00,300472172864,CRT,IND,BOM,1795359914,1,80.16,1,0.0507,-0.62,21.3,526.0,112.65,RED
160-68747255,2025-07-11T02:00:00+03:00,300466374602,COL,IND,BOM,4761752940,0,88.55,1,0.0577,44.12,17.1,5765.0,89.82,RED
065-87638230,2025-05-17T17:00:00+03:00,300415861474,COL,DEU,FRA,4955099115,0,61.33,1,0.059,-3.48,40.2,8771.0,101.29,RED
176-26953748,2025-10-01T17:00:00+03:00,851723273212,VAL,TWN,TPE,2491310918,0,158.81,1,0.0144,-11.16,20.3,9288.0,25.12,YELLOW
065-94541400,2025-05-21T11:00:00+03:00,851723987295,GEN,CHN,PVG,1523073177,1,73.32,1,0.0511,54.28,35.8,1559.0,1.71,GREEN
176-24293920,2025-09-11T21:00:00+03:00,060241324203,COL,NLD,AMS,2264806178,0,83.49,1,0.0344,-45.71,27.4,1272.0,34.78,RED
020-94075774,2025-06-01T10:00:00+03:00,851741755400,GEN,TWN,TPE,2226439451,1,39.97,1,0.0709,-41.78,12.2,6196.0,93.04,RED
160-88863810,2025-04-27T21:00:00+03:00,060228498784,PER,NLD,AMS,2131416914,0,51.83,0,0.0204,4.43,48.6,2747.0,49.68,YELLOW
020-19453957,2025-09-20T07:00:00+03:00,851796825322,VAL,CHN,PVG,2101531256,1,147.04,1,0.0819,15.81,39.8,3507.0,94.37,RED
160-36330736,2025-07-09T10:00:00+03:00,060235060593,COL,FRA,CDG,2028167821,0,14.82,1,0.0153,26.46,18.4,797.0,13.84,GREEN
020-73548917,2025-08-26T04:00:00+03:00,851721660380,GEN,CHN,PVG,4671646931,0,40.38,1,0.0054,-25.34,31.4,6891.0,29.14,YELLOW
176-52870081,2025-08-19T10:00:00+03:00,851758372382,VAL,TWN,TPE,1864226646,1,80.35,1,0.0494,4.32,46.8,3149.0,2.46,GREEN
160-24319135,2025-04-22T01:00:00+03:00,300476738102,COL,DEU,FRA,2905222541,1,27.74,1,0.0292,15.06,34.8,1575.0,1.8,GREEN
020-93016767,2025-07-10T22:00:00+03:00,060236947050,COL,NLD,AMS,4349738696,0,143.93,0,0.0956,29.73,16.3,7571.0,90.57,RED
065-45809796,2025-10-25T00:00:00+03:00,851750990965,GEN,TWN,TPE,2211974374,0,117.91,1,0.007,-22.66,48.0,241.0,47.01,RED
065-25409481,2025-11-19T06:00:00+03:00,851729549956,VAL,CHN,PVG,2710216415,0,130.58,0,0.1,18.61,44.8,7638.0,112.45,RED
020-44969520,2025-04-21T21:00:00+03:00,851794140638,VAL,TWN,TPE,2165364126,1,117.88,0,0.039,-33.54,43.1,4594.0,47.36,RED
176-35004221,2025-10-25T22:00:00+03:00,300496909618,COL,IND,BOM,1379260958,0,112.2,1,0.0787,49.55,39.8,9954.0,101.21,RED
020-96493755,2025-03-03T05:00:00+03:00,040620354785,PER,NLD,AMS,2621254928,0,72.29,1,0.0918,-19.01,39.2,3408.0,99.15,RED
065-33879884,2025-06-30T06:00:00+03:00,300465376984,COL,DEU,FRA,4557889606,0,72.48,1,0.0332,67.16,40.5,8627.0,1.25,GREEN
160-86998867,2025-10-17T02:00:00+03:00,300495456010,CRT,DEU,FRA,2773410594,0,103.77,1,0.0266,53.4,30.8,5966.0,0.73,GREEN
160-61952385,2025-06-08T20:00:00+03:00,851720129282,VAL,CHN,PVG,1343946711,0,31.27,1,0.0737,-3.82,13.7,1109.0,108.81,RED
020-54380248,2025-03-19T10:00:00+03:00,040610852935,PER,NLD,AMS,4373743775,1,27.81,0,0.0801,61.82,18.8,1123.0,129.66,RED
160-10420794,2025-09-11T19:00:00+03:00,851767671956,VAL,TWN,TPE,1317474091,1,5.02,0,0.057,-3.55,26.5,2548.0,102.93,RED
065-53794763,2025-07-29T11:00:00+03:00,851799389920,VAL,CHN,PVG,2876974184,1,48.16,1,0.0223,-19.51,47.2,9879.0,12.97,RED
160-54854168,2025-08-30T09:00:00+03:00,300455609668,COL,DEU,FRA,1609401820,1,11.35,1,0.0361,46.71,26.9,4057.0,2.34,GREEN
020-59328835,2025-06-09T07:00:00+03:00,300415200122,CRT,IND,BOM,1180445081,0,156.3,1,0.0933,42.84,40.9,2984.0,103.64,RED
020-36385833,2025-04-04T06:00:00+03:00,300473695759,COL,IND,BOM,2141368881,1,23.34,1,0.0266,-12.93,34.1,4593.0,23.55,RED
020-22000075,2025-08-02T06:00:00+03:00,300427487636,COL,DEU,FRA,2461757000,0,49.97,1,0.0374,-47.44,14.2,8211.0,28.21,YELLOW
065-59984966,2025-07-01T11:00:00+03:00,040610570202,COL,FRA,CDG,1967514891,0,40.53,1,0.0927,46.62,40.5,5208.0,88.65,RED
176-79188278,2025-10-27T05:00:00+03:00,851727519934,VAL,TWN,TPE,4835258234,0,90.59,1,0.0741,37.88,35.3,5444.0,102.44,RED
160-39720997,2025-09-14T08:00:00+03:00,851736508744,GEN,CHN,PVG,4368174778,0,25.47,1,0.0772,-7.72,49.6,8859.0,94.99,RED
020-13276775,2025-04-12T23:00:00+03:00,300436614713,CRT,DEU,FRA,2269229305,0,135.38,1,0.0065,63.52,18.3,1783.0,0.54,GREEN
176-94878074,2025-05-24T00:00:00+03:00,300465252909,COL,IND,BOM,4685264309,1,22.84,1,0.0583,27.77,29.5,2317.0,85.0,RED
020-66412895,2025-03-24T10:00:00+03:00,300463668790,CRT,DEU,FRA,1375505998,1,152.72,0,0.0419,58.5,19.4,8894.0,25.63,YELLOW
020-92990250,2025-06-14T18:00:00+03:00,851770053637,GEN,TWN,TPE,4514705465,1,134.99,1,0.0477,39.91,41.7,7006.0,1.76,GREEN
065-66486597,2025-03-15T04:00:00+03:00,300418821485,CRT,DEU,FRA,1359439565,0,110.16,1,0.0639,26.31,42.2,7570.0,106.16,RED
065-26613624,2025-09-07T07:00:00+03:00,851722509969,GEN,CHN,PVG,2346006286,0,70.55,1,0.0048,60.23,24.7,1994.0,0.5,GREEN
176-68119551,2025-10-28T22:00:00+03:00,040695809463,PER,FRA,CDG,4085668517,0,37.65,1,0.0877,24.99,15.9,884.0,105.73,RED
020-15864212,2025-08-05T07:00:00+03:00,851714499652,GEN,CHN,PVG,1737490797,0,30.82,1,0.0264,-26.98,20.1,9902.0,25.13,YELLOW
160-54346771,2025-06-04T16:00:00+03:00,851746203148,GEN,CHN,PVG,4528934825,1,100.44,1,0.0806,55.27,27.2,933.0,102.62,RED
160-15647520,2025-03-10T18:00:00+03:00,851771523026,VAL,TWN,TPE,2041479249,0,132.91,1,0.0756,54.58,12.2,234.0,109.26,RED
160-98991991,2025-10-03T18:00:00+03:00,040651622458,COL,FRA,CDG,1769536108,0,26.12,1,0.0717,7.47,15.4,6778.0,101.6,RED
176-41648707,2025-04-16T12:00:00+03:00,851755423514,GEN,CHN,PVG,2610722778,0,89.68,1,0.084,-46.02,27.7,7161.0,94.98,RED
065-62814523,2025-05-19T12:00:00+03:00,060218170133,COL,FRA,CDG,2599011757,1,114.29,1,0.0989,36.4,45.9,7296.0,141.91,RED
176-99485043,2025-04-29T01:00:00+03:00,851748177955,VAL,TWN,TPE,4461289441,0,67.88,1,0.0112,-45.05,13.4,9552.0,22.55,RED
065-97271323,2025-09-21T23:00:00+03:00,851745350739,GEN,CHN,PVG,4641830889,1,154.07,0,0.0067,47.57,25.8,2150.0,38.26,RED
160-88171925,2025-04-23T19:00:00+03:00,851765197052,GEN,TWN,TPE,1932457129,0,63.68,0,0.0703,6.01,48.0,5137.0,90.88,RED
160-75641010,2025-07-24T08:00:00+03:00,851778228998,VAL,TWN,TPE,1417408064,1,73.9,1,0.0979,48.09,32.6,2279.0,0.99,GREEN
065-76396282,2025-09-13T23:00:00+03:00,851735802809,VAL,CHN,PVG,2907988785,1,60.35,1,0.0232,-17.85,45.7,4162.0,26.5,RED
160-23320941,2025-07-31T06:00:00+03:00,060290464283,COL,FRA,CDG,4530955243,0,150.12,1,0.0416,1.21,49.1,1950.0,2.25,GREEN
176-79436989,2025-03-23T00:00:00+03:00,300485669275,CRT,DEU,FRA,1391947213,1,33.31,1,0.0363,-8.54,36.2,4403.0,16.72,RED
065-88478813,2025-07-17T12:00:00+03:00,851744940823,GEN,TWN,TPE,2217098725,0,52.56,1,0.0986,2.42,22.3,2484.0,97.02,RED
160-37229596,2025-05-22T12:00:00+03:00,851753372139,GEN,CHN,PVG,2628620066,0,131.96,1,0.0315,1.47,49.7,4951.0,0.5,GREEN
020-44824777,2025-11-17T01:00:00+03:00,851740657194,GEN,TWN,TPE,4219495237,0,66.35,1,0.0678,42.32,29.8,1867.0,80.84,RED
160-87437172,2025-07-01T11:00:00+03:00,851763602031,VAL,TWN,TPE,1658713733,1,68.28,1,0.0775,66.35,25.5,8798.0,2.9,GREEN
020-35174559,2025-11-12T09:00:00+03:00,851712747509,GEN,TWN,TPE,1462525288,0,146.56,1,0.0415,41.17,20.5,4133.0,2.26,GREEN
160-98262808,2025-10-13T11:00:00+03:00,300490946099,COL,IND,BOM,4849860731,1,65.03,0,0.0136,23.03,25.4,7793.0,26.12,RED
020-74277135,2025-10-11T16:00:00+03:00,300447480396,COL,DEU,FRA,4459347995,1,129.95,1,0.0698,3.37,37.5,5338.0,96.17,RED
160-27637390,2025-04-25T09:00:00+03:00,040640588395,PER,FRA,CDG,4628055289,0,124.3,1,0.0265,70.89,21.6,3281.0,0.67,GREEN
020-85951407,2025-04-21T09:00:00+03:00,851756311955,VAL,CHN,PVG,1780946043,1,122.47,1,0.0107,-32.41,27.8,9359.0,26.65,YELLOW
065-69465489,2025-11-09T05:00:00+03:00,851776959377,VAL,CHN,PVG,2229348093,1,155.06,1,0.0339,30.78,21.0,4097.0,2.5,GREEN
065-79329140,2025-05-13T01:00:00+03:00,060273410883,COL,NLD,AMS,2540427415,0,156.02,1,0.0235,-15.71,27.7,5840.0,28.05,RED
020-82022806,2025-06-25T16:00:00+03:00,300445141971,COL,IND,BOM,4487316877,1,70.52,1,0.0388,39.76,19.2,1756.0,2.66,GREEN
160-47747241,2025-07-01T05:00:00+03:00,851793262773,VAL,CHN,PVG,4856949143,1,80.59,1,0.0215,-14.51,45.3,5381.0,24.72,YELLOW
176-50952706,2025-06-23T23:00:00+03:00,851778442251,GEN,TWN,TPE,4259444959,1,128.8,1,0.0431,-27.44,39.9,132.0,38.3,YELLOW
176-98024422,2025-06-24T15:00:00+03:00,300423794158,CRT,DEU,FRA,1609931769,0,25.31,1,0.0207,26.54,28.5,6102.0,2.97,GREEN
176-49313459,2025-11-07T20:00:00+03:00,060294264444,PER,FRA,CDG,1636725645,0,42.45,1,0.079,61.89,49.6,5277.0,138.47,RED
176-15941258,2025-07-24T07:00:00+03:00,851714320679,VAL,TWN,TPE,2998088210,0,163.09,1,0.0975,1.26,37.2,8360.0,101.0,RED
020-64392407,2025-11-15T07:00:00+03:00,060233319179,PER,FRA,CDG,4133695862,0,51.87,0,0.0274,2.49,37.1,7379.0,39.94,YELLOW
065-57941858,2025-08-08T10:00:00+03:00,040660904793,COL,NLD,AMS,1008766727,1,90.85,0,0.0499,29.99,35.5,8485.0,45.93,YELLOW
065-12933339,2025-06-14T07:00:00+03:00,851726254014,GEN,TWN,TPE,4983502423,0,31.66,1,0.011,36.46,31.4,8919.0,1.55,GREEN
176-71083595,2025-09-25T05:00:00+03:00,300466864161,COL,IND,BOM,2247150345,1,95.46,1,0.0194,-18.07,20.1,7970.0,29.7,RED
065-67963088,2025-04-07T02:00:00+03:00,851791127117,VAL,CHN,PVG,4167357020,1,140.27,1,0.0077,38.82,28.7,4600.0,1.65,GREEN
020-84233081,2025-10-23T02:00:00+03:00,851734150396,VAL,TWN,TPE,2085813237,1,160.61,1,0.0744,9.62,43.0,3992.0,99.63,RED
176-19622777,2025-11-02T16:00:00+03:00,851710236882,VAL,TWN,TPE,1037229652,0,71.32,1,0.0578,62.96,21.5,3615.0,100.61,RED
020-87724584,2025-05-26T01:00:00+03:00,060285665738,PER,FRA,CDG,2490087119,0,149.72,1,0.0308,-3.87,41.8,5304.0,27.52,YELLOW
020-54060068,2025-04-19T12:00:00+03:00,060240681471,COL,FRA,CDG,2947358253,0,77.83,1,0.0943,-2.89,12.6,2131.0,91.97,RED
160-78122833,2025-10-22T04:00:00+03:00,060257013526,PER,FRA,CDG,4518721691,0,139.24,1,0.015,70.71,34.8,9185.0,2.97,GREEN
020-85572204,2025-08-27T01:00:00+03:00,851739924424,VAL,TWN,TPE,1706169215,0,37.56,1,0.0155,51.43,34.4,9450.0,3.81,GREEN
160-40743138,2025-03-31T20:00:00+03:00,300445599689,COL,IND,BOM,1090708745,0,83.43,1,0.0018,-42.04,36.9,5688.0,24.37,YELLOW
176-60050595,2025-04-27T01:00:00+03:00,300472733114,CRT,IND,BOM,2336047783,0,140.06,1,0.0189,3.05,46.4,7560.0,2.32,GREEN
020-76153528,2025-04-27T21:00:00+03:00,851765620359,GEN,TWN,TPE,2444575739,0,91.93,1,0.0311,57.76,39.0,8726.0,3.75,GREEN
065-25911998,2025-05-23T08:00:00+03:00,040689312100,COL,NLD,AMS,2781841368,0,96.06,1,0.0961,55.81,39.3,6321.0,88.61,RED
176-15552465,2025-05-01T07:00:00+03:00,300442031060,COL,DEU,FRA,1617660031,1,108.15,1,0.0953,11.78,30.7,1750.0,93.57,RED
020-31030675,2025-05-04T00:00:00+03:00,851782460973,VAL,CHN,PVG,2535967782,1,9.85,1,0.0111,60.08,21.5,2690.0,3.1,GREEN
020-69589422,2025-03-14T06:00:00+03:00,040673429150,PER,FRA,CDG,2543098567,1,5.86,1,0.0627,-26.32,48.8,5296.0,137.7,RED
065-86554771,2025-06-03T08:00:00+03:00,851730944246,GEN,TWN,TPE,4389736363,0,26.73,1,0.0182,42.06,27.5,5093.0,0.5,GREEN
